index,reference,lut_real,fast_real,exact_int
204,4015.99999998831481207,4016.031250000,4016.062500000,4016
205,4060.99999998830026016,4061.015625000,4061.054687500,4061
206,4080.99999998831481207,4081.007812500,4081.062500000,4081
207,4141.99999998831481207,4142.015625000,4142.062500000,4142
208,4211.99999998834391590,4212.023437500,4212.070312500,4212
209,4202.99999998831481207,4203.000000000,4203.023437500,4203
210,4107.99999998831481207,4108.031250000,4108.054687500,4108
211,4160.99999998824205250,4161.023437500,4161.062500000,4161
212,4088.99999998827115633,4089.031250000,4089.070312500,4089
213,4130.99999998824205250,4131.023437500,4131.054687500,4131
214,4180.99999998831481207,4181.023437500,4181.078125000,4181
215,4398.99999998830026016,4399.023437500,4399.046875000,4399
216,4193.99999998830026016,4194.031250000,4194.054687500,4194
217,4278.99999998827115633,4279.023437500,4279.015625000,4279
218,4344.99999998830026016,4345.031250000,4345.062500000,4345
219,4279.99999998825660441,4280.015625000,4280.062500000,4280
220,4518.99999998838757165,4519.046875000,4519.062500000,4519
221,4481.99999998827115633,4482.000000000,4482.039062500,4482
222,4579.99999998838757165,4580.015625000,4580.054687500,4580
223,4421.99999998832936399,4422.015625000,4422.046875000,4422
224,4414.99999998841667548,4415.031250000,4415.046875000,4415
225,4477.99999998834391590,4478.007812500,4478.054687500,4478
226,4194.99999998832936399,4195.015625000,4195.062500000,4195
227,4441.99999998831481207,4442.023437500,4442.078125000,4442
228,4274.99999998834391590,4275.039062500,4275.070312500,4275
229,4385.99999998832936399,4386.000000000,4386.046875000,4386
230,4352.99999998838757165,4353.023437500,4353.062500000,4353
231,4231.99999998830026016,4232.023437500,4232.062500000,4232
232,4222.99999998835846782,4223.031250000,4223.054687500,4223
233,4355.99999998832936399,4356.007812500,4356.054687500,4356
234,4450.99999998830026016,4451.023437500,4451.062500000,4451
235,4417.99999998828570824,4418.023437500,4418.070312500,4418
236,4779.99999998840212356,4780.023437500,4780.054687500,4780
237,4741.99999998832936399,4742.015625000,4742.031250000,4742
238,4725.99999998840212356,4726.007812500,4726.039062500,4726
239,4586.99999998830026016,4587.015625000,4587.070312500,4587
240,4684.99999998841667548,4685.031250000,4685.054687500,4685
241,4653.99999998830026016,4653.984375000,4654.031250000,4654
242,4519.99999998828570824,4520.023437500,4520.054687500,4520
243,4690.99999998830026016,4691.023437500,4691.062500000,4691
244,4550.99999998831481207,4551.031250000,4551.054687500,4551
245,4595.99999998830026016,4596.015625000,4596.054687500,4596
246,4740.99999998837301973,4741.015625000,4741.054687500,4741
247,4647.99999998827115633,4648.015625000,4648.062500000,4648
248,4544.99999998835846782,4545.023437500,4545.062500000,4545
249,4763.99999998835846782,4764.000000000,4764.039062500,4764
250,4675.99999998834391590,4676.031250000,4676.078125000,4676
251,4779.99999998827115633,4780.000000000,4780.054687500,4780
252,4918.99999998837301973,4919.046875000,4919.054687500,4919
253,4999.99999998831481207,5000.015625000,5000.054687500,5000
254,4850.99999998835846782,4851.015625000,4851.046875000,4851
255,4875.99999998827115633,4876.007812500,4876.023437500,4876
256,4815.99999998809653334,4816.031250000,4816.054687500,4816
257,4874.99999998811108526,4875.007812500,4875.062500000,4875
258,4974.99999998812563717,4975.039062500,4975.062500000,4975
259,5013.99999998805287760,5014.015625000,5014.062500000,5014
260,4928.99999998806742951,4929.039062500,4929.085937500,4929
261,4961.99999998806742951,4962.015625000,4962.062500000,4962
262,5038.99999998806742951,5039.023437500,5039.070312500,5039
263,4810.99999998800922185,4811.023437500,4811.078125000,4811
264,5122.99999998805287760,5123.015625000,5123.062500000,5123
265,5046.99999998803832568,5047.015625000,5047.046875000,5047
266,5302.99999998809653334,5303.039062500,5303.070312500,5303
267,5343.99999998805287760,5344.023437500,5344.070312500,5344
268,5361.99999998814018909,5362.023437500,5362.070312500,5362
269,5083.99999998808198143,5084.015625000,5084.062500000,5084
270,5099.99999998812563717,5100.015625000,5100.062500000,5100
271,5353.99999998809653334,5354.015625000,5354.085937500,5354
272,5241.99999998811108526,5242.023437500,5242.062500000,5242
273,5245.99999998809653334,5246.000000000,5246.031250000,5246
274,5304.99999998812563717,5305.023437500,5305.062500000,5305
275,5190.99999998802377377,5191.023437500,5191.070312500,5191
276,5411.99999998809653334,5412.023437500,5412.062500000,5412
277,5286.99999998809653334,5287.023437500,5287.054687500,5287
278,5333.99999998815474100,5334.015625000,5334.046875000,5334
279,5376.99999998803832568,5377.023437500,5377.046875000,5377
280,5392.99999998818384483,5393.031250000,5393.054687500,5393
281,5265.99999998805287760,5266.015625000,5266.054687500,5266
282,5274.99999998806742951,5275.023437500,5275.070312500,5275
283,5568.99999998805287760,5569.015625000,5569.070312500,5569
284,5355.99999998806742951,5356.039062500,5356.070312500,5356
285,5389.99999998800922185,5390.007812500,5390.023437500,5390
286,5632.99999998818384483,5633.015625000,5633.054687500,5633
287,5661.99999998803832568,5662.023437500,5662.054687500,5662
288,5625.99999998815474100,5626.039062500,5626.054687500,5626
289,5484.99999998811108526,5485.000000000,5485.046875000,5485
290,5736.99999998815474100,5737.023437500,5737.054687500,5737
291,5426.99999998805287760,5427.015625000,5427.070312500,5427
292,5724.99999998814018909,5725.023437500,5725.039062500,5725
293,5862.99999998815474100,5863.015625000,5863.031250000,5863
294,5583.99999998816929292,5584.023437500,5584.046875000,5584
295,5775.99999998811108526,5776.015625000,5776.054687500,5776
296,5931.99999998828570824,5932.031250000,5932.046875000,5932
297,5588.99999998809653334,5589.023437500,5589.070312500,5589
298,5718.99999998818384483,5719.039062500,5719.078125000,5719
299,5934.99999998812563717,5935.015625000,5935.062500000,5935
300,5874.99999998821294867,5875.031250000,5875.062500000,5875
301,5789.99999998814018909,5790.015625000,5790.046875000,5790
302,5660.99999998819839675,5661.015625000,5661.046875000,5661
303,5790.99999998814018909,5791.015625000,5791.062500000,5791
304,5810.99999998818384483,5811.023437500,5811.039062500,5811
305,6045.99999998816929292,6045.992187500,6046.039062500,6046
306,6026.99999998819839675,6027.023437500,6027.046875000,6027
307,6082.99999998812563717,6083.015625000,6083.039062500,6083
308,6024.99999998816929292,6025.023437500,6025.062500000,6025
309,6345.99999998821294867,6346.000000000,6346.031250000,6346
310,6059.99999998821294867,6060.015625000,6060.062500000,6060
311,6002.99999998812563717,6003.000000000,6003.054687500,6003
312,6170.99999998824205250,6171.031250000,6171.070312500,6171
313,6108.99999998816929292,6108.992187500,6109.031250000,6109
314,6322.99999998825660441,6323.039062500,6323.054687500,6323
315,6271.99999998814018909,6272.023437500,6272.062500000,6272
316,6144.99999998821294867,6145.031250000,6145.070312500,6145
317,6291.99999998819839675,6292.015625000,6292.062500000,6292
318,6506.99999998824205250,6507.015625000,6507.062500000,6507
319,6406.99999998819839675,6407.015625000,6407.062500000,6407
320,6178.99999998828570824,6179.031250000,6179.046875000,6179
321,6542.99999998828570824,6543.015625000,6543.039062500,6543
322,6509.99999998828570824,6510.023437500,6510.062500000,6510
323,6631.99999998827115633,6632.015625000,6632.062500000,6632
324,6554.99999998838757165,6555.031250000,6555.070312500,6555
325,6505.99999998825660441,6506.007812500,6506.046875000,6506
326,6451.99999998834391590,6452.015625000,6452.078125000,6452
327,6374.99999998822750058,6375.023437500,6375.062500000,6375
328,6476.99999998830026016,6477.039062500,6477.078125000,6477
329,6606.99999998828570824,6607.015625000,6607.054687500,6607
330,6384.99999998824205250,6385.039062500,6385.093750000,6385
331,6835.99999998830026016,6836.023437500,6836.093750000,6836
332,6790.99999998838757165,6791.031250000,6791.085937500,6791
333,6574.99999998822750058,6575.015625000,6575.054687500,6575
334,6837.99999998837301973,6838.007812500,6838.046875000,6838
335,6598.99999998822750058,6599.023437500,6599.078125000,6599
336,6591.99999998832936399,6592.031250000,6592.078125000,6592
337,7019.99999998832936399,7020.007812500,7020.039062500,7020
338,6909.99999998828570824,6910.046875000,6910.062500000,6910
339,6808.99999998822750058,6809.023437500,6809.054687500,6809
340,6924.99999998828570824,6925.023437500,6925.070312500,6925
341,6674.99999998824205250,6675.015625000,6675.054687500,6675
342,6828.99999998827115633,6829.031250000,6829.078125000,6829
343,6775.99999998822750058,6776.023437500,6776.054687500,6776
344,6933.99999998830026016,6934.031250000,6934.070312500,6934
345,6831.99999998825660441,6832.007812500,6832.054687500,6832
346,6851.99999998822750058,6852.023437500,6852.078125000,6852
347,6861.99999998824205250,6862.015625000,6862.085937500,6862
348,6890.99999998828570824,6891.031250000,6891.070312500,6891
349,7029.99999998825660441,7030.007812500,7030.046875000,7030
350,6983.99999998834391590,6984.015625000,6984.054687500,6984
351,7085.99999998825660441,7086.015625000,7086.054687500,7086
352,7012.99999998835846782,7013.023437500,7013.062500000,7013
353,6910.99999998828570824,6911.023437500,6911.062500000,6911
354,7215.99999998835846782,7216.023437500,7216.070312500,7216
355,7205.99999998830026016,7206.023437500,7206.078125000,7206
356,6886.99999998830026016,6887.031250000,6887.070312500,6887
357,7064.99999998828570824,7065.023437500,7065.062500000,7065
358,7202.99999998835846782,7203.023437500,7203.078125000,7203
359,7143.99999998825660441,7144.023437500,7144.070312500,7144
360,7191.99999998828570824,7192.031250000,7192.078125000,7192
361,7167.99999998831481207,7168.015625000,7168.070312500,7168
362,7152.99999998828570824,7153.031250000,7153.070312500,7153
363,7268.99999998828570824,7269.015625000,7269.070312500,7269
364,7391.99999998832936399,7392.007812500,7392.062500000,7392
365,7466.99999998831481207,7467.007812500,7467.046875000,7467
366,7312.99999998837301973,7313.007812500,7313.054687500,7313
367,7588.99999998832936399,7589.023437500,7589.070312500,7589
368,7518.99999998840212356,7519.031250000,7519.046875000,7519
369,7436.99999998834391590,7436.992187500,7437.046875000,7437
370,7445.99999998832936399,7446.023437500,7446.070312500,7446
371,7361.99999998827115633,7362.023437500,7362.070312500,7362
372,7399.99999998832936399,7400.031250000,7400.078125000,7400
373,7568.99999998837301973,7569.023437500,7569.062500000,7569
374,7395.99999998831481207,7396.015625000,7396.054687500,7396
375,7427.99999998828570824,7428.015625000,7428.062500000,7428
376,7392.99999998832936399,7393.023437500,7393.062500000,7393
377,7534.99999998832936399,7535.000000000,7535.031250000,7535
378,7925.99999998838757165,7926.039062500,7926.078125000,7926
379,7567.99999998832936399,7568.015625000,7568.062500000,7568
380,7503.99999998834391590,7504.031250000,7504.062500000,7504
381,7490.99999998831481207,7491.023437500,7491.054687500,7491
382,7801.99999998837301973,7802.023437500,7802.062500000,7802
383,7875.99999998837301973,7876.015625000,7876.031250000,7876
384,7866.99999998859129846,7867.031250000,7867.062500000,7867
385,8020.99999998863495421,8021.000000000,8021.046875000,8021
386,7921.99999998859129846,7922.046875000,7922.085937500,7922
387,7880.99999998854764272,7881.023437500,7881.078125000,7881
388,7927.99999998857674655,7928.039062500,7928.085937500,7928
389,7719.99999998853309080,7720.015625000,7720.062500000,7720
390,7675.99999998854764272,7676.015625000,7676.078125000,7676
391,7934.99999998853309080,7935.015625000,7935.078125000,7935
392,7929.99999998856219463,7930.023437500,7930.070312500,7930
393,7943.99999998860585038,7944.015625000,7944.054687500,7944
394,8195.99999998863495421,8196.046875000,8196.070312500,8196
395,8022.99999998854764272,8023.023437500,8023.070312500,8023
396,7959.99999998857674655,7960.023437500,7960.078125000,7960
397,8022.99999998859129846,8023.015625000,8023.054687500,8023
398,7764.99999998853309080,7765.015625000,7765.062500000,7765
399,8108.99999998856219463,8109.023437500,8109.070312500,8109
400,8266.99999998867860995,8267.031250000,8267.078125000,8267
401,8061.99999998860585038,8062.000000000,8062.062500000,8062
402,8285.99999998862040229,8286.023437500,8286.078125000,8286
403,8364.99999998859129846,8365.031250000,8365.062500000,8365
404,8055.99999998856219463,8056.031250000,8056.070312500,8056
405,8389.99999998863495421,8390.015625000,8390.054687500,8390
406,8018.99999998853309080,8019.031250000,8019.070312500,8019
407,8499.99999998857674655,8500.015625000,8500.046875000,8500
408,8059.99999998860585038,8060.031250000,8060.054687500,8060
409,8099.99999998854764272,8100.023437500,8100.054687500,8100
410,8634.99999998867860995,8635.039062500,8635.078125000,8635
411,8500.99999998859129846,8501.015625000,8501.085937500,8501
412,8236.99999998859129846,8237.031250000,8237.085937500,8237
413,8281.99999998860585038,8282.007812500,8282.054687500,8282
414,8159.99999998860585038,8160.015625000,8160.070312500,8160
415,8322.99999998850398697,8323.023437500,8323.078125000,8323
416,8539.99999998866405804,8540.023437500,8540.062500000,8540
417,8914.99999998872226570,8915.000000000,8915.054687500,8915
418,8648.99999998867860995,8649.031250000,8649.070312500,8649
419,8630.99999998863495421,8631.031250000,8631.078125000,8631
420,8280.99999998860585038,8281.023437500,8281.062500000,8281
421,8537.99999998864950612,8538.007812500,8538.054687500,8538
422,8429.99999998869316187,8430.031250000,8430.070312500,8430
423,8733.99999998862040229,8734.023437500,8734.078125000,8734
424,9005.99999998872226570,9006.031250000,9006.062500000,9006
425,8614.99999998863495421,8615.015625000,8615.062500000,8615
426,8713.99999998872226570,8714.031250000,8714.078125000,8714
427,8449.99999998857674655,8450.007812500,8450.078125000,8450
428,8959.99999998869316187,8960.023437500,8960.085937500,8960
429,8439.99999998857674655,8440.015625000,8440.054687500,8440
430,8750.99999998866405804,8751.015625000,8751.046875000,8751
431,8637.99999998859129846,8638.023437500,8638.062500000,8638
432,8612.99999998854764272,8613.031250000,8613.070312500,8613
433,8779.99999998863495421,8779.992187500,8780.031250000,8780
434,8811.99999998853309080,8812.039062500,8812.062500000,8812
435,9101.99999998860585038,9102.015625000,9102.054687500,9102
436,9356.99999998872226570,9357.031250000,9357.070312500,9357
437,8781.99999998860585038,8782.007812500,8782.046875000,8782
438,8879.99999998869316187,8880.015625000,8880.070312500,8880
439,8612.99999998848943505,8613.015625000,8613.046875000,8613
440,8922.99999998862040229,8923.023437500,8923.062500000,8923
441,8923.99999998862040229,8924.000000000,8924.054687500,8924
442,8884.99999998857674655,8885.031250000,8885.062500000,8885
443,8947.99999998857674655,8948.031250000,8948.062500000,8948
444,8914.99999998867860995,8915.023437500,8915.070312500,8915
445,8844.99999998862040229,8845.007812500,8845.046875000,8845
446,8859.99999998869316187,8860.007812500,8860.062500000,8860
447,8801.99999998857674655,8802.023437500,8802.062500000,8802
448,8941.99999998873681761,8942.031250000,8942.062500000,8942
449,9289.99999998873681761,9290.015625000,9290.054687500,9290
450,9091.99999998869316187,9092.031250000,9092.070312500,9092
451,8942.99999998863495421,8943.023437500,8943.078125000,8943
452,9114.99999998860585038,9115.031250000,9115.085937500,9115
453,9103.99999998867860995,9104.000000000,9104.046875000,9104
454,9263.99999998862040229,9264.031250000,9264.078125000,9264
455,9212.99999998866405804,9213.015625000,9213.062500000,9213
456,9044.99999998870771378,9045.031250000,9045.085937500,9045
457,9567.99999998875136953,9568.015625000,9568.062500000,9568
458,9422.99999998864950612,9423.039062500,9423.078125000,9423
459,9096.99999998862040229,9097.015625000,9097.070312500,9097
460,9242.99999998867860995,9243.046875000,9243.070312500,9243
461,9572.99999998872226570,9573.015625000,9573.054687500,9573
462,9226.99999998872226570,9227.007812500,9227.054687500,9227
463,9250.99999998863495421,9251.015625000,9251.062500000,9251
464,9236.99999998864950612,9237.023437500,9237.078125000,9237
465,9168.99999998863495421,9169.000000000,9169.046875000,9169
466,9400.99999998866405804,9401.023437500,9401.062500000,9401
467,9413.99999998866405804,9414.023437500,9414.078125000,9414
468,9324.99999998863495421,9325.015625000,9325.078125000,9325
469,9017.99999998860585038,9018.023437500,9018.046875000,9018
470,9308.99999998867860995,9309.031250000,9309.085937500,9309
471,10040.99999998873681761,10041.015625000,10041.046875000,10041
472,9623.99999998873681761,9624.015625000,9624.070312500,9624
473,9874.99999998873681761,9875.015625000,9875.039062500,9875
474,9734.99999998866405804,9735.031250000,9735.054687500,9735
475,9439.99999998864950612,9440.015625000,9440.062500000,9440
476,9696.99999998873681761,9697.046875000,9697.070312500,9697
477,9592.99999998867860995,9592.992187500,9593.039062500,9593
478,9573.99999998869316187,9574.007812500,9574.070312500,9574
479,9794.99999998872226570,9795.007812500,9795.054687500,9795
480,9860.99999998880957719,9861.031250000,9861.070312500,9861
481,9877.99999998876592144,9878.015625000,9878.054687500,9878
482,9778.99999998867860995,9779.031250000,9779.070312500,9779
483,9805.99999998872226570,9806.023437500,9806.078125000,9806
484,9663.99999998863495421,9664.023437500,9664.070312500,9664
485,9882.99999998873681761,9883.015625000,9883.046875000,9883
486,10141.99999998878047336,10142.031250000,10142.070312500,10142
487,9880.99999998872226570,9881.031250000,9881.078125000,9881
