index,reference,lut_real,fast_real,exact_int
78,1766.00000000074214768,1766.003906250,1766.013671875,1766
79,1709.00000000076761353,1709.000000000,1709.007812500,1709
80,1926.00000000072759576,1926.000000000,1926.003906250,1926
81,1792.00000000076397555,1792.003906250,1792.013671875,1792
82,1727.00000000074942363,1727.003906250,1727.007812500,1727
83,1814.00000000077488949,1814.003906250,1814.013671875,1814
84,1864.00000000075306161,1863.998046875,1864.003906250,1864
85,1763.00000000075306161,1763.003906250,1763.011718750,1763
86,2058.00000000073487172,2058.001953125,2058.013671875,2058
87,1909.00000000076397555,1909.001953125,1909.007812500,1909
88,2085.00000000072759576,2085.000000000,2085.009765625,2085
89,2158.00000000075669959,2158.001953125,2158.011718750,2158
90,2176.00000000073487172,2176.003906250,2176.009765625,2176
91,2221.00000000075669959,2221.001953125,2221.011718750,2221
92,2191.00000000073850970,2191.000000000,2191.007812500,2191
93,2180.00000000075669959,2180.005859375,2180.015625000,2180
94,2309.00000000073487172,2309.001953125,2309.011718750,2309
95,2258.00000000076033757,2257.994140625,2258.000000000,2258
96,2389.00000000073487172,2389.001953125,2389.007812500,2389
97,2418.00000000075669959,2418.000000000,2418.011718750,2418
98,2474.00000000074214768,2474.003906250,2474.007812500,2474
99,2618.00000000076033757,2618.003906250,2618.009765625,2618
100,2535.00000000074578566,2534.998046875,2535.003906250,2535
101,2475.00000000076397555,2475.003906250,2475.009765625,2475
102,2538.00000000073487172,2538.000000000,2538.009765625,2538
103,2574.00000000076033757,2574.000000000,2574.011718750,2574
104,2594.00000000073123374,2594.001953125,2594.007812500,2594
105,2674.00000000076033757,2674.003906250,2674.009765625,2674
106,2579.00000000073850970,2579.005859375,2579.009765625,2579
107,2746.00000000076033757,2746.001953125,2746.013671875,2746
108,2491.00000000073850970,2491.000000000,2491.005859375,2491
109,2511.00000000075669959,2511.003906250,2511.011718750,2511
110,2765.00000000072759576,2765.001953125,2765.009765625,2765
111,2667.00000000075306161,2666.998046875,2667.007812500,2667
112,2832.00000000070940587,2832.001953125,2832.009765625,2832
113,2832.00000000075306161,2832.003906250,2832.013671875,2832
114,2719.00000000073123374,2719.005859375,2719.009765625,2719
115,2767.00000000075669959,2767.003906250,2767.009765625,2767
116,2761.00000000073850970,2760.998046875,2761.005859375,2761
117,2858.00000000074214768,2858.005859375,2858.013671875,2858
118,2814.00000000073487172,2814.000000000,2814.011718750,2814
119,2912.00000000075306161,2912.000000000,2912.003906250,2912
120,2757.00000000073487172,2757.001953125,2757.011718750,2757
121,3076.00000000074214768,3076.003906250,3076.009765625,3076
122,2979.00000000072759576,2979.003906250,2979.007812500,2979
123,2938.00000000075306161,2938.000000000,2938.009765625,2938
124,2884.00000000074214768,2884.000000000,2884.005859375,2884
125,3202.00000000073850970,3202.003906250,3202.011718750,3202
126,3122.00000000072759576,3122.003906250,3122.009765625,3122
127,3095.00000000075306161,3094.998046875,3095.001953125,3095
128,3170.00000000076397555,3170.001953125,3170.007812500,3170
129,3302.00000000078944140,3302.003906250,3302.013671875,3302
130,3104.00000000078944140,3104.005859375,3104.013671875,3104
131,3353.00000000078944140,3353.001953125,3353.009765625,3353
132,3253.00000000077488949,3252.998046875,3253.007812500,3253
133,3189.00000000078216544,3189.001953125,3189.007812500,3189
134,3309.00000000076397555,3309.000000000,3309.011718750,3309
135,3182.00000000079307938,3181.998046875,3182.007812500,3182
136,3150.00000000077852746,3150.003906250,3150.005859375,3150
137,3432.00000000078216544,3432.003906250,3432.011718750,3432
138,3372.00000000076761353,3372.005859375,3372.009765625,3372
139,3216.00000000080035534,3216.000000000,3216.009765625,3216
140,3433.00000000077488949,3432.998046875,3433.005859375,3433
141,3396.00000000078944140,3396.005859375,3396.013671875,3396
142,3441.00000000076761353,3441.003906250,3441.015625000,3441
143,3576.00000000078216544,3575.996093750,3576.007812500,3576
144,3517.00000000076033757,3517.003906250,3517.009765625,3517
145,3613.00000000077488949,3613.001953125,3613.013671875,3613
146,3602.00000000076033757,3602.005859375,3602.007812500,3602
147,3524.00000000078580342,3524.001953125,3524.007812500,3524
148,3569.00000000077488949,3568.998046875,3569.003906250,3569
149,3532.00000000077125151,3532.005859375,3532.013671875,3532
150,3831.00000000074578566,3831.001953125,3831.013671875,3831
151,3729.00000000077852746,3729.000000000,3729.009765625,3729
152,3758.00000000074578566,3758.001953125,3758.009765625,3758
153,3757.00000000076761353,3757.003906250,3757.007812500,3757
154,3788.00000000075306161,3788.001953125,3788.007812500,3788
155,3713.00000000077852746,3713.003906250,3713.011718750,3713
156,4064.00000000074214768,4064.000000000,4064.007812500,4064
157,3555.00000000078216544,3555.005859375,3555.011718750,3555
158,3881.00000000074942363,3881.000000000,3881.013671875,3881
159,3907.00000000076397555,3906.998046875,3907.009765625,3907
160,3856.00000000075669959,3856.001953125,3856.007812500,3856
161,3843.00000000077488949,3843.001953125,3843.013671875,3843
162,4090.00000000076033757,4090.003906250,4090.011718750,4090
163,3784.00000000078216544,3784.001953125,3784.011718750,3784
164,4018.00000000077488949,4017.998046875,4018.007812500,4018
165,3950.00000000077125151,3950.001953125,3950.017578125,3950
166,3997.00000000076761353,3997.001953125,3997.013671875,3997
167,3855.00000000078580342,3855.000000000,3855.009765625,3855
168,4141.00000000076397555,4141.001953125,4141.007812500,4141
169,3824.00000000078944140,3824.003906250,3824.011718750,3824
170,4031.00000000077125151,4031.003906250,4031.011718750,4031
171,3973.00000000078944140,3973.001953125,3973.013671875,3973
172,3863.00000000078580342,3863.000000000,3863.007812500,3863
173,4109.00000000077488949,4109.005859375,4109.013671875,4109
174,4319.00000000076397555,4319.003906250,4319.011718750,4319
175,4036.00000000078580342,4036.000000000,4036.007812500,4036
176,4136.00000000076033757,4136.001953125,4136.009765625,4136
177,4369.00000000076761353,4369.001953125,4369.011718750,4369
178,4103.00000000076761353,4103.005859375,4103.011718750,4103
179,4318.00000000077488949,4318.001953125,4318.011718750,4318
180,4330.00000000076033757,4329.998046875,4330.005859375,4330
181,4343.00000000076397555,4343.003906250,4343.011718750,4343
182,4265.00000000076397555,4265.001953125,4265.013671875,4265
183,4520.00000000076761353,4520.000000000,4520.003906250,4520
184,4320.00000000074942363,4320.001953125,4320.011718750,4320
185,4341.00000000076761353,4341.000000000,4341.011718750,4341
186,4491.00000000075669959,4491.003906250,4491.011718750,4491
187,4397.00000000077852746,4397.000000000,4397.011718750,4397
188,4656.00000000075124262,4655.999023438,4656.006835938,4656
189,4428.00000000076761353,4428.003906250,4428.011718750,4428
190,4455.00000000075669959,4455.001953125,4455.009765625,4455
191,4493.00000000076397555,4492.998046875,4493.005859375,4493
192,4675.00000000075306161,4675.003906250,4675.008789062,4675
193,4651.00000000078216544,4651.001953125,4651.013671875,4651
194,4620.00000000076761353,4620.005859375,4620.015625000,4620
195,4729.00000000077488949,4729.000000000,4729.010742188,4729
196,4683.00000000077488949,4682.998046875,4683.005859375,4683
197,4709.00000000077488949,4709.001953125,4709.011718750,4709
198,4725.00000000076033757,4725.000000000,4725.012695312,4725
199,4746.00000000077488949,4746.001953125,4746.010742188,4746
200,4736.00000000078216544,4736.003906250,4736.009765625,4736
201,4804.00000000076761353,4804.004882812,4804.013671875,4804
202,5072.00000000074942363,5072.003906250,5072.011718750,5072
203,4894.00000000077488949,4894.000000000,4894.011718750,4894
204,4978.00000000077670848,4977.999023438,4978.006835938,4978
205,4996.00000000076215656,4996.003906250,4996.015625000,4996
206,4903.00000000076215656,4903.002929688,4903.016601562,4903
207,5095.00000000076215656,5094.999023438,5095.010742188,5095
208,4938.00000000075669959,4938.001953125,4938.009765625,4938
209,4854.00000000077670848,4854.002929688,4854.010742188,4854
210,4983.00000000076033757,4983.004882812,4983.009765625,4983
211,5031.00000000077488949,5031.001953125,5031.014648438,5031
212,4776.00000000078034645,4775.997070312,4776.005859375,4776
213,4893.00000000076943252,4893.002929688,4893.014648438,4893
214,5003.00000000077125151,5003.000976562,5003.013671875,5003
215,4976.00000000077488949,4976.000976562,4976.010742188,4976
216,4895.00000000076215656,4895.000000000,4895.010742188,4895
217,5198.00000000076033757,5198.000000000,5198.007812500,5198
218,4862.00000000078762241,4862.002929688,4862.009765625,4862
219,5143.00000000077488949,5143.001953125,5143.011718750,5143
220,5202.00000000076761353,5202.000000000,5202.007812500,5202
221,5093.00000000076761353,5093.004882812,5093.014648438,5093
222,4987.00000000077307050,4987.000976562,4987.014648438,4987
223,5428.00000000075851858,5427.997070312,5428.006835938,5428
224,4799.00000000079307938,4799.002929688,4799.006835938,4799
225,5255.00000000077307050,5255.001953125,5255.013671875,5255
226,4985.00000000077670848,4985.004882812,4985.011718750,4985
227,5399.00000000077125151,5399.000976562,5399.010742188,5399
228,5176.00000000077670848,5175.998046875,5176.007812500,5176
229,5617.00000000074396667,5617.003906250,5617.013671875,5617
230,5292.00000000076943252,5292.001953125,5292.012695312,5292
231,5440.00000000076215656,5440.000000000,5440.008789062,5440
232,5724.00000000074578566,5724.003906250,5724.008789062,5724
233,5500.00000000076397555,5500.003906250,5500.013671875,5500
234,5431.00000000074032869,5431.002929688,5431.009765625,5431
235,5265.00000000078216544,5265.000976562,5265.014648438,5265
236,5523.00000000077488949,5522.999023438,5523.006835938,5523
237,5639.00000000074396667,5639.003906250,5639.009765625,5639
238,5876.00000000074032869,5876.002929688,5876.010742188,5876
239,5674.00000000075488060,5673.998046875,5674.008789062,5674
240,5721.00000000074578566,5721.001953125,5721.011718750,5721
241,5849.00000000074760464,5849.001953125,5849.010742188,5849
242,5842.00000000074214768,5842.004882812,5842.009765625,5842
243,5600.00000000076397555,5600.001953125,5600.012695312,5600
244,5785.00000000075306161,5784.998046875,5785.005859375,5785
245,5597.00000000074942363,5597.002929688,5597.012695312,5597
246,5952.00000000074578566,5952.000000000,5952.012695312,5952
247,5826.00000000075124262,5826.000000000,5826.005859375,5826
248,5983.00000000073850970,5983.002929688,5983.010742188,5983
249,5832.00000000073850970,5832.001953125,5832.009765625,5832
250,5694.00000000074578566,5694.003906250,5694.010742188,5694
251,5802.00000000075124262,5802.000976562,5802.008789062,5802
252,5850.00000000075488060,5850.001953125,5850.006835938,5850
253,6005.00000000073305273,6005.003906250,6005.013671875,6005
254,5990.00000000074032869,5990.002929688,5990.008789062,5990
255,6142.00000000073850970,6141.999023438,6142.002929688,6142
256,5971.00000000067666406,5971.001953125,5971.010742188,5971
257,5971.00000000070394890,5971.002929688,5971.016601562,5971
258,5776.00000000070394890,5776.005859375,5776.012695312,5776
259,6012.00000000070576789,6012.001953125,6012.010742188,6012
260,6005.00000000069121597,6004.997070312,6005.008789062,6005
261,5970.00000000069485395,5970.001953125,5970.013671875,5970
262,6002.00000000069303496,6002.000000000,6002.015625000,6002
263,6168.00000000068757799,6167.999023438,6168.009765625,6168
264,6303.00000000066938810,6303.000976562,6303.009765625,6303
265,6043.00000000069485395,6043.002929688,6043.012695312,6043
266,6234.00000000068757799,6234.003906250,6234.010742188,6234
267,6069.00000000069849193,6069.000976562,6069.015625000,6069
268,5828.00000000070212991,5827.997070312,5828.007812500,5828
269,6092.00000000069485395,6092.004882812,6092.017578125,6092
270,6049.00000000069303496,6049.001953125,6049.016601562,6049
271,6296.00000000069121597,6295.997070312,6296.011718750,6296
272,6502.00000000067848305,6502.001953125,6502.010742188,6502
273,6285.00000000069485395,6285.002929688,6285.013671875,6285
274,6377.00000000068030204,6377.003906250,6377.013671875,6377
275,6339.00000000070031092,6339.002929688,6339.014648438,6339
276,6230.00000000069485395,6229.996093750,6230.005859375,6230
277,6408.00000000067484507,6408.002929688,6408.016601562,6408
278,6413.00000000067666406,6413.000976562,6413.014648438,6413
279,6356.00000000069485395,6356.000976562,6356.011718750,6356
280,6295.00000000068394002,6295.001953125,6295.013671875,6295
281,6524.00000000068030204,6524.003906250,6524.016601562,6524
282,6533.00000000067302608,6533.003906250,6533.013671875,6533
283,6225.00000000069485395,6225.000976562,6225.014648438,6225
284,6274.00000000068757799,6274.000000000,6274.008789062,6274
285,6424.00000000068394002,6424.003906250,6424.014648438,6424
286,6350.00000000066211214,6350.000000000,6350.015625000,6350
287,6292.00000000070212991,6291.998046875,6292.007812500,6292
288,6465.00000000069303496,6465.001953125,6465.010742188,6465
289,6470.00000000068939698,6470.002929688,6470.016601562,6470
290,6918.00000000067302608,6918.004882812,6918.012695312,6918
291,6452.00000000070212991,6452.000000000,6452.012695312,6452
292,6526.00000000070394890,6525.998046875,6526.005859375,6526
293,6565.00000000068212103,6565.003906250,6565.015625000,6565
294,6408.00000000068757799,6408.000976562,6408.013671875,6408
295,6507.00000000069485395,6507.000000000,6507.012695312,6507
296,6615.00000000068212103,6615.000976562,6615.010742188,6615
297,6591.00000000068757799,6591.002929688,6591.016601562,6591
298,6619.00000000068575901,6619.005859375,6619.013671875,6619
299,6840.00000000068030204,6840.000976562,6840.015625000,6840
300,6596.00000000068939698,6595.999023438,6596.009765625,6596
301,6785.00000000067666406,6785.002929688,6785.016601562,6785
302,6709.00000000068939698,6709.002929688,6709.016601562,6709
303,6829.00000000068575901,6828.998046875,6829.011718750,6829
304,6570.00000000068394002,6570.002929688,6570.011718750,6570
305,6767.00000000068757799,6767.000976562,6767.014648438,6767
306,6919.00000000068212103,6919.004882812,6919.010742188,6919
307,6669.00000000070394890,6669.001953125,6669.012695312,6669
308,6839.00000000069849193,6838.998046875,6839.006835938,6839
309,6974.00000000067302608,6974.003906250,6974.016601562,6974
310,6794.00000000066756911,6794.000976562,6794.014648438,6794
311,6873.00000000068575901,6872.998046875,6873.009765625,6873
312,6886.00000000067120709,6886.001953125,6886.013671875,6886
313,6974.00000000067666406,6974.001953125,6974.011718750,6974
314,6926.00000000067848305,6926.003906250,6926.010742188,6926
315,6985.00000000069849193,6985.000000000,6985.011718750,6985
316,7342.00000000066393113,7341.999023438,7342.009765625,7342
317,7178.00000000066575012,7178.004882812,7178.015625000,7178
318,7154.00000000066756911,7154.000000000,7154.014648438,7154
319,6830.00000000069303496,6829.997070312,6830.008789062,6830
320,7366.00000000066575012,7366.001953125,7366.008789062,7366
321,7091.00000000069667294,7091.002929688,7091.014648438,7091
322,7168.00000000068212103,7168.003906250,7168.014648438,7168
323,7133.00000000069849193,7133.000976562,7133.014648438,7133
324,7283.00000000069121597,7282.998046875,7283.009765625,7283
325,7043.00000000068394002,7043.001953125,7043.012695312,7043
326,7522.00000000066575012,7522.000000000,7522.015625000,7522
327,7470.00000000067848305,7470.000976562,7470.010742188,7470
328,7117.00000000067302608,7117.000976562,7117.010742188,7117
329,7215.00000000068030204,7215.003906250,7215.014648438,7215
330,7292.00000000066575012,7292.004882812,7292.016601562,7292
331,7400.00000000069121597,7400.000976562,7400.014648438,7400
332,7460.00000000068394002,7459.999023438,7460.009765625,7460
333,7692.00000000066393113,7692.003906250,7692.016601562,7692
334,7622.00000000064937922,7622.001953125,7622.016601562,7622
335,7399.00000000068212103,7398.998046875,7399.009765625,7399
336,7134.00000000068030204,7134.000976562,7134.011718750,7134
337,7224.00000000069485395,7224.002929688,7224.016601562,7224
338,7495.00000000065483619,7495.002929688,7495.009765625,7495
339,7373.00000000068575901,7373.001953125,7373.013671875,7373
340,7616.00000000067302608,7615.997070312,7616.005859375,7616
341,7724.00000000065119821,7724.003906250,7724.014648438,7724
342,7888.00000000064756023,7888.000976562,7888.016601562,7888
343,7479.00000000067666406,7479.000000000,7479.011718750,7479
344,7801.00000000064210326,7801.000000000,7801.011718750,7801
345,7734.00000000066029315,7734.001953125,7734.012695312,7734
346,7477.00000000066938810,7477.004882812,7477.010742188,7477
347,7729.00000000067302608,7729.000000000,7729.012695312,7729
348,7977.00000000064756023,7976.999023438,7977.006835938,7977
349,7632.00000000066575012,7632.004882812,7632.014648438,7632
350,7948.00000000064574124,7948.000976562,7948.013671875,7948
351,7666.00000000067120709,7665.996093750,7666.005859375,7666
352,7742.00000000065847416,7742.000000000,7742.011718750,7742
353,7594.00000000066938810,7594.000976562,7594.015625000,7594
354,7965.00000000064210326,7965.001953125,7965.013671875,7965
355,7851.00000000068030204,7851.000976562,7851.013671875,7851
356,7979.00000000066393113,7978.999023438,7979.008789062,7979
357,8048.00000000064937922,8048.002929688,8048.015625000,8048
358,7931.00000000066938810,7931.001953125,7931.015625000,7931
359,7843.00000000067666406,7842.999023438,7843.013671875,7843
360,7874.00000000066029315,7874.002929688,7874.010742188,7874
361,7843.00000000066575012,7843.003906250,7843.014648438,7843
362,7991.00000000064210326,7991.005859375,7991.012695312,7991
363,7932.00000000066938810,7932.000976562,7932.014648438,7932
364,7998.00000000065483619,7997.999023438,7998.008789062,7998
365,8072.00000000066029315,8072.004882812,8072.013671875,8072
366,8205.00000000063664629,8205.001953125,8205.011718750,8205
367,8186.00000000066211214,8185.998046875,8186.010742188,8186
368,8542.00000000062391337,8542.000976562,8542.010742188,8542
369,8390.00000000064392225,8390.000976562,8390.012695312,8390
370,8169.00000000062937033,8169.002929688,8169.012695312,8169
371,8153.00000000066756911,8153.000976562,8153.013671875,8153
372,8145.00000000063118932,8144.998046875,8145.008789062,8145
373,8274.00000000065119821,8274.003906250,8274.016601562,8274
374,8426.00000000063118932,8425.999023438,8426.015625000,8426
375,8590.00000000063846528,8589.998046875,8590.007812500,8590
376,8536.00000000064028427,8536.000976562,8536.012695312,8536
377,8650.00000000063300831,8650.001953125,8650.011718750,8650
378,8465.00000000062937033,8465.002929688,8465.009765625,8465
379,8377.00000000064937922,8377.000976562,8377.010742188,8377
380,8397.00000000063300831,8396.999023438,8397.008789062,8397
381,8473.00000000063664629,8473.003906250,8473.014648438,8473
382,8495.00000000062937033,8495.002929688,8495.015625000,8495
383,8611.00000000065119821,8610.998046875,8611.005859375,8611
384,8653.00000000065301720,8653.000976562,8653.013671875,8653
385,8772.00000000066938810,8772.003906250,8772.016601562,8772
386,8314.00000000066756911,8314.005859375,8314.016601562,8314
387,8624.00000000068212103,8624.000976562,8624.014648438,8624
388,8373.00000000067120709,8372.997070312,8373.010742188,8373
389,8805.00000000065665517,8805.001953125,8805.013671875,8805
390,8629.00000000064937922,8629.000000000,8629.015625000,8629
391,8778.00000000066938810,8777.999023438,8778.010742188,8778
392,8836.00000000066211214,8836.001953125,8836.009765625,8836
393,8551.00000000066938810,8551.002929688,8551.014648438,8551
394,8796.00000000064756023,8796.002929688,8796.011718750,8796
395,8446.00000000070031092,8446.000000000,8446.014648438,8446
396,8575.00000000067302608,8574.999023438,8575.010742188,8575
397,8650.00000000067848305,8650.003906250,8650.016601562,8650
398,8888.00000000064756023,8888.001953125,8888.015625000,8888
399,9006.00000000066575012,9005.997070312,9006.010742188,9006
400,8511.00000000067484507,8511.001953125,8511.012695312,8511
401,8606.00000000067666406,8606.001953125,8606.014648438,8606
402,9319.00000000062937033,9319.004882812,9319.013671875,9319
403,8745.00000000069121597,8745.000000000,8745.014648438,8745
404,8881.00000000066211214,8880.997070312,8881.005859375,8881
405,9013.00000000065119821,9013.003906250,9013.015625000,9013
406,9042.00000000065119821,9042.000000000,9042.015625000,9042
407,8760.00000000068394002,8759.999023438,8760.014648438,8760
408,9028.00000000063300831,9028.000976562,9028.013671875,9028
409,8965.00000000065665517,8965.002929688,8965.012695312,8965
410,8826.00000000066211214,8826.002929688,8826.011718750,8826
411,9177.00000000065665517,9177.001953125,9177.015625000,9177
412,8794.00000000066029315,8793.999023438,8794.011718750,8794
413,9174.00000000065483619,9174.003906250,9174.015625000,9174
414,9121.00000000062755134,9121.000000000,9121.016601562,9121
415,9021.00000000066575012,9020.997070312,9021.009765625,9021
416,9110.00000000064574124,9110.001953125,9110.011718750,9110
417,9280.00000000065483619,9280.000000000,9280.013671875,9280
418,9141.00000000064028427,9141.003906250,9141.014648438,9141
419,9270.00000000066211214,9270.000000000,9270.015625000,9270
420,9452.00000000064028427,9451.998046875,9452.007812500,9452
421,9176.00000000066575012,9176.002929688,9176.017578125,9176
422,9382.00000000062937033,9382.000976562,9382.016601562,9382
423,9612.00000000065119821,9611.999023438,9612.013671875,9612
424,9533.00000000061845640,9533.001953125,9533.011718750,9533
425,9431.00000000065847416,9431.001953125,9431.014648438,9431
426,9632.00000000062209438,9632.003906250,9632.013671875,9632
427,9388.00000000066211214,9388.000976562,9388.016601562,9388
428,9505.00000000065119821,9504.999023438,9505.010742188,9505
429,9243.00000000065665517,9243.002929688,9243.015625000,9243
430,9328.00000000064756023,9328.003906250,9328.015625000,9328
431,9531.00000000065847416,9530.999023438,9531.008789062,9531
432,9414.00000000064028427,9414.000976562,9414.013671875,9414
433,9664.00000000064210326,9664.000976562,9664.011718750,9664
434,9624.00000000063846528,9624.005859375,9624.010742188,9624
435,9913.00000000064028427,9913.000976562,9913.013671875,9913
436,9318.00000000065483619,9317.998046875,9318.006835938,9318
437,9468.00000000063664629,9468.002929688,9468.013671875,9468
438,9486.00000000061845640,9486.001953125,9486.015625000,9486
439,9496.00000000066211214,9495.998046875,9496.008789062,9496
440,9535.00000000062937033,9535.001953125,9535.011718750,9535
441,9696.00000000063664629,9696.000000000,9696.012695312,9696
442,9957.00000000059299055,9957.002929688,9957.011718750,9957
443,9831.00000000063664629,9830.998046875,9831.011718750,9831
444,9878.00000000062573235,9877.997070312,9878.008789062,9878
445,9689.00000000063846528,9689.003906250,9689.012695312,9689
446,10321.00000000058935257,10321.000976562,10321.012695312,10321
447,9524.00000000064756023,9523.997070312,9524.008789062,9524
448,9838.00000000061481842,9838.001953125,9838.010742188,9838
449,9861.00000000063482730,9861.001953125,9861.016601562,9861
450,9871.00000000062573235,9871.003906250,9871.016601562,9871
451,9771.00000000065847416,9771.000000000,9771.013671875,9771
452,10340.00000000061663741,10339.997070312,10340.007812500,10340
453,9786.00000000064756023,9786.001953125,9786.013671875,9786
454,10311.00000000057480065,10311.000000000,10311.014648438,10311
455,9905.00000000064392225,9905.000000000,9905.012695312,9905
456,10162.00000000059844751,10162.002929688,10162.012695312,10162
457,10011.00000000062209438,10011.002929688,10011.015625000,10011
458,10168.00000000059844751,10168.003906250,10168.013671875,10168
459,10557.00000000061299943,10557.000976562,10557.012695312,10557
460,10096.00000000060936145,10095.998046875,10096.008789062,10096
461,10031.00000000062937033,10031.001953125,10031.013671875,10031
462,10109.00000000061663741,10109.001953125,10109.016601562,10109
463,10220.00000000062209438,10219.998046875,10220.010742188,10220
464,10003.00000000061299943,10003.000976562,10003.011718750,10003
465,10242.00000000061481842,10242.001953125,10242.013671875,10242
466,9910.00000000061481842,9910.003906250,9910.013671875,9910
467,10407.00000000061845640,10407.000000000,10407.015625000,10407
468,10239.00000000060390448,10238.997070312,10239.006835938,10239
469,10195.00000000061481842,10195.002929688,10195.014648438,10195
470,10362.00000000058207661,10361.999023438,10362.016601562,10362
471,10401.00000000061845640,10400.999023438,10401.010742188,10401
472,9911.00000000060390448,9910.999023438,9911.012695312,9911
473,10647.00000000059480953,10647.000976562,10647.008789062,10647
474,10079.00000000058935257,10079.002929688,10079.008789062,10079
475,10350.00000000061845640,10350.000000000,10350.008789062,10350
476,10594.00000000057843863,10593.999023438,10594.007812500,10594
477,10994.00000000057843863,10994.002929688,10994.011718750,10994
478,10364.00000000058025762,10364.000976562,10364.015625000,10364
479,9926.00000000064756023,9925.997070312,9926.007812500,9926
480,10487.00000000060026650,10487.000976562,10487.010742188,10487
481,10221.00000000062209438,10221.000000000,10221.015625000,10221
482,10192.00000000059299055,10192.003906250,10192.013671875,10192
483,10787.00000000060754246,10787.000000000,10787.014648438,10787
484,10334.00000000061481842,10333.998046875,10334.009765625,10334
485,10452.00000000061118044,10452.003906250,10452.014648438,10452
486,10383.00000000060026650,10383.001953125,10383.016601562,10383
