x,native_cos,std_cos
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794343948364258e+00,2.059789494524011388e-06,1.982846470127697103e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
1.570794463157653809e+00,1.966162699318374507e-06,1.863637180576915853e-06
