x_center,weight,native_sin,native_cos,std_sin,std_cos
-2.682932398,3.067970276e-03,2.918623696e+00,1.282804091e+00,2.524168479e-01,2.891167299e-01
-2.679864436,3.067970276e-03,3.003327415e+00,1.260646407e+00,2.528787970e-01,2.881974078e-01
-2.676796475,3.067970276e-03,3.096333023e+00,1.223426082e+00,2.528885530e-01,2.878375172e-01
-2.673728513,3.067970276e-03,3.193621605e+00,1.174343508e+00,2.534790725e-01,2.862329906e-01
-2.670660552,3.067970276e-03,3.307983395e+00,1.118274092e+00,2.537845868e-01,2.854110555e-01
-2.667592590,3.067970276e-03,3.439984566e+00,1.048460435e+00,2.538868879e-01,2.849361430e-01
-2.664524629,3.067970276e-03,3.594680215e+00,9.739266514e-01,2.543223230e-01,2.835955754e-01
-2.661456667,3.067970276e-03,3.726226920e+00,9.031103685e-01,2.549637597e-01,2.827059615e-01
-2.658388705,3.067970276e-03,3.856502362e+00,8.357006028e-01,2.555275315e-01,2.809852653e-01
-2.655320744,3.067970276e-03,3.987049358e+00,7.841619843e-01,2.558827512e-01,2.811605899e-01
-2.652252782,3.067970276e-03,4.082825940e+00,7.489822436e-01,2.565324679e-01,2.795011587e-01
-2.649184821,3.067970276e-03,2.037532541e+00,1.386895365e+00,2.571430381e-01,2.788167781e-01
-2.646116859,3.067970276e-03,2.022650879e+00,1.362330356e+00,2.576758920e-01,2.776078142e-01
-2.643048898,3.067970276e-03,2.002700545e+00,1.346460780e+00,2.717010897e-01,2.802138467e-01
-2.639980936,3.067970276e-03,1.969482630e+00,1.354944255e+00,7.873090234e-01,4.101734206e-01
-2.636912974,3.067970276e-03,1.930392915e+00,1.352754403e+00,7.495571439e-01,4.079364862e-01
-2.633845013,3.067970276e-03,1.893239893e+00,1.349920045e+00,7.746757486e-01,4.072127427e-01
-2.630777051,3.067970276e-03,1.864883932e+00,1.339664120e+00,7.714129562e-01,4.062606573e-01
-2.627709090,3.067970276e-03,1.834945046e+00,1.317598158e+00,7.678362069e-01,4.037402752e-01
-2.624641128,3.067970276e-03,1.807432904e+00,1.282029239e+00,7.589307659e-01,4.045556341e-01
-2.621573166,3.067970276e-03,1.791858780e+00,1.238156213e+00,7.562498400e-01,3.981696748e-01
-2.618505205,3.067970276e-03,1.449613676e+00,1.186672719e+00,6.319722626e-01,4.275794605e-01
-2.615437243,3.067970276e-03,7.935522006e-01,1.122191316e+00,3.892127376e-01,3.974729694e-01
-2.612369282,3.067970276e-03,7.875332421e-01,1.055466758e+00,3.888848358e-01,3.959486355e-01
-2.609301320,3.067970276e-03,7.813560370e-01,9.982827034e-01,3.861770389e-01,3.928506027e-01
-2.606233359,3.067731857e-03,7.707371893e-01,9.447460635e-01,3.840408284e-01,3.928994384e-01
-2.603165397,3.067970276e-03,7.552114947e-01,9.051526509e-01,3.824128490e-01,3.917376563e-01
-2.600097435,3.067970276e-03,9.034358747e-01,1.542087985e+00,3.816303446e-01,3.958023857e-01
-2.597029474,3.067970276e-03,9.295670042e-01,1.488656742e+00,3.783300722e-01,3.864786127e-01
-2.593961512,3.067970276e-03,9.469737105e-01,1.447591141e+00,3.762498666e-01,3.852784223e-01
-2.590893551,3.067970276e-03,9.631139941e-01,1.416077290e+00,3.759040252e-01,3.858704137e-01
-2.587825589,3.067970276e-03,9.712982776e-01,1.381768305e+00,3.743406254e-01,3.815507824e-01
-2.584757628,3.067970276e-03,9.849470455e-01,1.350837080e+00,3.710958828e-01,3.826484641e-01
-2.581689666,3.067970276e-03,1.006382357e+00,1.310762579e+00,3.708931942e-01,3.792273180e-01
-2.578621704,3.067970276e-03,1.025638544e+00,1.254473185e+00,3.694766627e-01,3.775981198e-01
-2.575553743,3.067970276e-03,1.048208701e+00,1.193106255e+00,3.679114651e-01,3.785332598e-01
-2.572485781,3.067970276e-03,1.082041558e+00,1.124381365e+00,3.681925395e-01,3.755925212e-01
-2.569417820,3.067970276e-03,1.114112518e+00,1.044282554e+00,3.648877949e-01,3.753018261e-01
-2.566349858,3.067970276e-03,1.146966529e+00,9.560867155e-01,3.640577579e-01,3.719008768e-01
-2.563281897,3.067970276e-03,1.193589853e+00,8.751635027e-01,3.603142532e-01,3.710246237e-01
-2.560213935,3.067970276e-03,1.235077436e+00,8.005995860e-01,3.624363916e-01,3.690745970e-01
-2.557145973,3.067970276e-03,1.259578345e+00,7.315430613e-01,3.552715113e-01,3.655654754e-01
