x,x_over_pi,native_sin,ref,abs_err
np.float32(102950.28),32770.092307,np.float32(0.75806606),np.float64(0.2859444273624263),4.721216e-01
np.float32(102950.29),32770.094794,np.float32(0.75294787),np.float64(0.29342192337751455),4.595259e-01
np.float32(102950.3),32770.097281,np.float32(0.74778366),np.float64(0.30088151043075223),4.469022e-01
np.float32(102950.305),32770.099768,np.float32(0.74257386),np.float64(0.3083227332273938),4.342511e-01
np.float32(102950.31),32770.102254,np.float32(0.7373187),np.float64(0.3157451375935531),4.215736e-01
np.float32(102950.32),32770.104741,np.float32(0.73201853),np.float64(0.32314827050392425),4.088703e-01
np.float32(102950.33),32770.107228,np.float32(0.7266737),np.float64(0.3305316801094315),3.961420e-01
np.float32(102950.336),32770.109715,np.float32(0.72128457),np.float64(0.337894915764808),3.833897e-01
np.float32(102950.34),32770.112202,np.float32(0.71585137),np.float64(0.3452375280561009),3.706138e-01
np.float32(102950.35),32770.114688,np.float32(0.7103745),np.float64(0.3525590688281012),3.578154e-01
np.float32(102950.36),32770.117175,np.float32(0.70485425),np.float64(0.3598590912116967),3.449952e-01
np.float32(102950.37),32770.119662,np.float32(0.69929093),np.float64(0.3671371496511468),3.321538e-01
np.float32(102950.375),32770.122149,np.float32(0.693685),np.float64(0.37439279993127694),3.192922e-01
np.float32(102950.38),32770.124636,np.float32(0.68803674),np.float64(0.381625599204591),3.064111e-01
np.float32(102950.39),32770.127122,np.float32(0.68234646),np.float64(0.3888351060183005),2.935114e-01
np.float32(102950.4),32770.129609,np.float32(0.6766145),np.float64(0.3960208803412688),2.805936e-01
np.float32(102950.41),32770.132096,np.float32(0.6708413),np.float64(0.403182483590868),2.676588e-01
np.float32(102950.414),32770.134583,np.float32(0.66502714),np.float64(0.41031947865974805),2.547077e-01
np.float32(102950.42),32770.137070,np.float32(0.65917236),np.float64(0.41743142994251536),2.417409e-01
np.float32(102950.43),32770.139556,np.float32(0.65327734),np.float64(0.4245179033623199),2.287594e-01
np.float32(102950.44),32770.142043,np.float32(0.6473425),np.float64(0.4315784663973493),2.157640e-01
np.float32(102950.445),32770.144530,np.float32(0.64136815),np.float64(0.4386126881072273),2.027555e-01
np.float32(102950.45),32770.147017,np.float32(0.6353546),np.float64(0.4456201391593165),1.897344e-01
np.float32(102950.46),32770.149504,np.float32(0.6293023),np.float64(0.45260039185492235),1.767019e-01
np.float32(102950.47),32770.151990,np.float32(0.62321156),np.float64(0.4595530201553979),1.636585e-01
np.float32(102950.48),32770.154477,np.float32(0.61708283),np.float64(0.46647759970814684),1.506052e-01
np.float32(102950.484),32770.156964,np.float32(0.61091644),np.float64(0.47337370787252386),1.375427e-01
np.float32(102950.49),32770.159451,np.float32(0.6047127),np.float64(0.4802409237456305),1.244718e-01
np.float32(102950.5),32770.161938,np.float32(0.5984721),np.float64(0.4870788281880048),1.113933e-01
np.float32(102950.51),32770.164424,np.float32(0.592195),np.float64(0.4938870038492034),9.830797e-02
np.float32(102950.516),32770.166911,np.float32(0.5858817),np.float64(0.5006650351932747),8.521667e-02
np.float32(102950.52),32770.169398,np.float32(0.5795327),np.float64(0.5074125085241206),7.212017e-02
np.float32(102950.53),32770.171885,np.float32(0.57314825),np.float64(0.5141290120107467),5.901924e-02
np.float32(102950.54),32770.174372,np.float32(0.5667289),np.float64(0.5208141357123984),4.591475e-02
np.float32(102950.55),32770.176858,np.float32(0.5602749),np.float64(0.5274674716035814),3.280743e-02
np.float32(102950.555),32770.179345,np.float32(0.5537867),np.float64(0.5340886135989654),1.969808e-02
np.float32(102950.56),32770.181832,np.float32(0.5472647),np.float64(0.5406771575781696),6.587538e-03
np.float32(102950.57),32770.184319,np.float32(0.5407093),np.float64(0.5472327014104282),6.523385e-03
np.float32(102950.58),32770.186806,np.float32(0.534121),np.float64(0.5537548449791341),1.963387e-02
np.float32(102950.586),32770.189292,np.float32(0.5275),np.float64(0.5602431902062603),3.274322e-02
np.float32(102950.59),32770.191779,np.float32(0.5208468),np.float64(0.5666973410766563),4.585056e-02
np.float32(102950.6),32770.194266,np.float32(0.5141618),np.float64(0.5731169036622189),5.895508e-02
np.float32(102950.61),32770.196753,np.float32(0.50744545),np.float64(0.5795014861459354),7.205603e-02
np.float32(102950.62),32770.199240,np.float32(0.50069815),np.float64(0.5858506988457985),8.515255e-02
np.float32(102950.625),32770.201726,np.float32(0.49392027),np.float64(0.5921641542385901),9.824389e-02
np.float32(102950.63),32770.204213,np.float32(0.48711225),np.float64(0.5984414669835336),1.113292e-01
np.float32(102950.64),32770.206700,np.float32(0.48027447),np.float64(0.6046822539458135),1.244078e-01
np.float32(102950.65),32770.209187,np.float32(0.47340742),np.float64(0.6108861342199601),1.374787e-01
np.float32(102950.66),32770.211673,np.float32(0.46651143),np.float64(0.6170527291530971),1.505413e-01
np.float32(102950.664),32770.214160,np.float32(0.459587),np.float64(0.6231816623680537),1.635947e-01
np.float32(102950.67),32770.216647,np.float32(0.4526345),np.float64(0.6292725597863363),1.766380e-01
np.float32(102950.68),32770.219134,np.float32(0.4456544),np.float64(0.63532504965096),1.896707e-01
np.float32(102950.69),32770.221621,np.float32(0.43864706),np.float64(0.6413387625491392),2.026917e-01
np.float32(102950.695),32770.224107,np.float32(0.43161297),np.float64(0.6473133314348343),2.157004e-01
np.float32(102950.7),32770.226594,np.float32(0.42455253),np.float64(0.6532483916511548),2.286959e-01
np.float32(102950.71),32770.229081,np.float32(0.4174662),np.float64(0.6591435809526153),2.416774e-01
np.float32(102950.72),32770.231568,np.float32(0.41035438),np.float64(0.6649985395272457),2.546442e-01
np.float32(102950.73),32770.234055,np.float32(0.4032175),np.float64(0.6708129100185526),2.675954e-01
np.float32(102950.734),32770.236541,np.float32(0.396056),np.float64(0.6765863375473291),2.805303e-01
np.float32(102950.74),32770.239028,np.float32(0.38887036),np.float64(0.6823184697333166),2.934481e-01
np.float32(102950.75),32770.241515,np.float32(0.38166094),np.float64(0.6880089567167106),3.063480e-01
np.float32(102950.76),32770.244002,np.float32(0.37442827),np.float64(0.6936574511795157),3.192292e-01
np.float32(102950.766),32770.246489,np.float32(0.36717272),np.float64(0.6992636083667433),3.320909e-01
np.float32(102950.77),32770.248975,np.float32(0.35989478),np.float64(0.7048270861074538),3.449323e-01
np.float32(102950.78),32770.251462,np.float32(0.35259485),np.float64(0.7103475448356412),3.577527e-01
np.float32(102950.79),32770.253949,np.float32(0.34527344),np.float64(0.7158246476109582),3.705512e-01
np.float32(102950.8),32770.256436,np.float32(0.33793092),np.float64(0.7212580601392814),3.833271e-01
np.float32(102950.805),32770.258923,np.float32(0.3305678),np.float64(0.726647450793115),3.960796e-01
np.float32(102950.81),32770.261409,np.float32(0.32318446),np.float64(0.7319924906318314),4.088080e-01
np.float32(102950.82),32770.263896,np.float32(0.31578144),np.float64(0.7372928534217481),4.215114e-01
np.float32(102950.83),32770.266383,np.float32(0.30835915),np.float64(0.7425482156560396),4.341891e-01
np.float32(102950.836),32770.268870,np.float32(0.300918),np.float64(0.7477582565744821),4.468402e-01
np.float32(102950.84),32770.271357,np.float32(0.2934585),np.float64(0.7529226581830317),4.594642e-01
np.float32(102950.85),32770.273843,np.float32(0.28598112),np.float64(0.7580411052732324),4.720600e-01
np.float32(102950.86),32770.276330,np.float32(0.27848622),np.float64(0.7631132854414553),4.846271e-01
np.float32(102950.87),32770.278817,np.float32(0.27097437),np.float64(0.7681388891079659),4.971645e-01
np.float32(102950.875),32770.281304,np.float32(0.26344594),np.float64(0.7731176095358193),5.096717e-01
np.float32(102950.88),32770.283791,np.float32(0.25590152),np.float64(0.7780491428495818),5.221476e-01
np.float32(102950.89),32770.286277,np.float32(0.2483414),np.float64(0.7829331880538781),5.345918e-01
np.float32(102950.9),32770.288764,np.float32(0.24076612),np.float64(0.7877694470517621),5.470033e-01
np.float32(102950.91),32770.291251,np.float32(0.23317616),np.float64(0.7925576246629117),5.593815e-01
np.float32(102950.914),32770.293738,np.float32(0.22557199),np.float64(0.7972974286416447),5.717254e-01
np.float32(102950.92),32770.296225,np.float32(0.21795404),np.float64(0.801988569694756),5.840345e-01
np.float32(102950.93),32770.298711,np.float32(0.2103228),np.float64(0.8066307614991747),5.963080e-01
np.float32(102950.94),32770.301198,np.float32(0.20267871),np.float64(0.8112237207194399),6.085450e-01
np.float32(102950.945),32770.303685,np.float32(0.19502224),np.float64(0.8157671670249939),6.207449e-01
np.float32(102950.95),32770.306172,np.float32(0.18735386),np.float64(0.8202608231072916),6.329070e-01
np.float32(102950.96),32770.308659,np.float32(0.17967406),np.float64(0.8247044146967274),6.450304e-01
np.float32(102950.97),32770.311145,np.float32(0.1719833),np.float64(0.8290976705793734),6.571144e-01
np.float32(102950.98),32770.313632,np.float32(0.16428205),np.float64(0.8334403226135344),6.691583e-01
np.float32(102950.984),32770.316119,np.float32(0.15657075),np.float64(0.837732105746113),6.811614e-01
np.float32(102950.99),32770.318606,np.float32(0.14884992),np.float64(0.8419727580287876),6.931228e-01
np.float32(102951.0),32770.321093,np.float32(0.14111997),np.float64(0.8461620206339997),7.050420e-01
np.float32(102951.01),32770.323579,np.float32(0.13338144),np.float64(0.8502996378707525),7.169182e-01
np.float32(102951.016),32770.326066,np.float32(0.12563476),np.float64(0.8543853572002156),7.287506e-01
np.float32(102951.02),32770.328553,np.float32(0.1178804),np.float64(0.8584189292511399),7.405385e-01
np.float32(102951.03),32770.331040,np.float32(0.11011884),np.float64(0.8624001078350771),7.522813e-01
np.float32(102951.04),32770.333526,np.float32(0.10235057),np.float64(0.8663286499614063),7.639781e-01
np.float32(102951.05),32770.336013,np.float32(0.094576046),np.float64(0.8702043158521647),7.756283e-01
np.float32(102951.055),32770.338500,np.float32(0.08679578),np.float64(0.8740268689566819),7.872311e-01
np.float32(102951.06),32770.340987,np.float32(0.07901018),np.float64(0.8777960759660187),7.987859e-01
np.float32(102951.07),32770.343474,np.float32(0.07121978),np.float64(0.8815117068272066),8.102919e-01
np.float32(102951.08),32770.345960,np.float32(0.06342501),np.float64(0.8851735347572887),8.217485e-01
np.float32(102951.086),32770.348447,np.float32(0.055626407),np.float64(0.888781336257162),8.331549e-01
np.float32(102951.09),32770.350934,np.float32(0.047824375),np.float64(0.8923348911252182),8.445105e-01
np.float32(102951.1),32770.353421,np.float32(0.040019423),np.float64(0.895833982470784),8.558146e-01
np.float32(102951.11),32770.355908,np.float32(0.03221205),np.float64(0.8992783967273585),8.670663e-01
np.float32(102951.12),32770.358394,np.float32(0.024402697),np.float64(0.9026679236656487),8.782652e-01
np.float32(102951.125),32770.360881,np.float32(0.016591867),np.float64(0.9060023564064006),8.894105e-01
np.float32(102951.13),32770.363368,np.float32(0.008780011),np.float64(0.9092814914330258),9.005015e-01
np.float32(102951.14),32770.365855,np.float32(0.0009676336),np.float64(0.9125051286040238),9.115375e-01
np.float32(102951.15),32770.368342,np.float32(0.0),np.float64(0.9156730711651968),9.156731e-01
np.float32(102951.16),32770.370828,np.float32(0.0),np.float64(0.918785125761659),9.187851e-01
np.float32(102951.164),32770.373315,np.float32(0.0),np.float64(0.9218411024496381),9.218411e-01
np.float32(102951.17),32770.375802,np.float32(0.0),np.float64(0.9248408147080681),9.248408e-01
np.float32(102951.18),32770.378289,np.float32(0.0),np.float64(0.9277840794499738),9.277841e-01
np.float32(102951.19),32770.380776,np.float32(0.0),np.float64(0.9306707170336455),9.306707e-01
np.float32(102951.195),32770.383262,np.float32(0.0),np.float64(0.9335005512736033),9.335006e-01
np.float32(102951.2),32770.385749,np.float32(0.0),np.float64(0.9362734094513508),9.362734e-01
np.float32(102951.21),32770.388236,np.float32(0.0),np.float64(0.9389891223259167),9.389891e-01
np.float32(102951.22),32770.390723,np.float32(0.0),np.float64(0.9416475241441844),9.416475e-01
np.float32(102951.23),32770.393210,np.float32(0.0),np.float64(0.9442484526510088),9.442485e-01
np.float32(102951.234),32770.395696,np.float32(0.0),np.float64(0.9467917490991195),9.467917e-01
np.float32(102951.24),32770.398183,np.float32(0.0),np.float64(0.9492772582588099),9.492773e-01
np.float32(102951.25),32770.400670,np.float32(0.0),np.float64(0.9517048284274119),9.517048e-01
np.float32(102951.26),32770.403157,np.float32(0.0),np.float64(0.9540743114385544),9.540743e-01
np.float32(102951.266),32770.405644,np.float32(0.0),np.float64(0.956385562671207),9.563856e-01
np.float32(102951.27),32770.408130,np.float32(0.0),np.float64(0.9586384410585074),9.586384e-01
np.float32(102951.28),32770.410617,np.float32(0.0),np.float64(0.9608328090963705),9.608328e-01
np.float32(102951.29),32770.413104,np.float32(0.0),np.float64(0.9629685328518813),9.629685e-01
np.float32(102951.3),32770.415591,np.float32(0.0),np.float64(0.96504548197147),9.650455e-01
np.float32(102951.305),32770.418078,np.float32(0.0),np.float64(0.9670635296888671),9.670635e-01
np.float32(102951.31),32770.420564,np.float32(0.0),np.float64(0.9690225528328413),9.690226e-01
np.float32(102951.32),32770.423051,np.float32(0.0),np.float64(0.9709224318347172),9.709224e-01
np.float32(102951.33),32770.425538,np.float32(0.0),np.float64(0.9727630507356728),9.727631e-01
np.float32(102951.336),32770.428025,np.float32(0.0),np.float64(0.9745442971938174),9.745443e-01
np.float32(102951.34),32770.430512,np.float32(0.0),np.float64(0.9762660624910479),9.762661e-01
np.float32(102951.35),32770.432998,np.float32(0.0),np.float64(0.9779282415396849),9.779282e-01
np.float32(102951.36),32770.435485,np.float32(0.0),np.float64(0.9795307328888866),9.795307e-01
np.float32(102951.37),32770.437972,np.float32(0.0),np.float64(0.9810734387308404),9.810734e-01
np.float32(102951.375),32770.440459,np.float32(0.0),np.float64(0.9825562649067333),9.825563e-01
np.float32(102951.38),32770.442946,np.float32(0.0),np.float64(0.9839791209124981),9.839791e-01
np.float32(102951.39),32770.445432,np.float32(0.0),np.float64(0.9853419199043381),9.853419e-01
np.float32(102951.4),32770.447919,np.float32(0.0),np.float64(0.9866445787040267),9.866446e-01
np.float32(102951.41),32770.450406,np.float32(0.0),np.float64(0.987887017803985),9.878870e-01
np.float32(102951.414),32770.452893,np.float32(0.0),np.float64(0.9890691613721343),9.890692e-01
np.float32(102951.42),32770.455379,np.float32(0.0),np.float64(0.990190937256524),9.901909e-01
np.float32(102951.43),32770.457866,np.float32(0.0),np.float64(0.991252276989736),9.912523e-01
np.float32(102951.44),32770.460353,np.float32(0.0),np.float64(0.9922531157930633),9.922531e-01
np.float32(102951.445),32770.462840,np.float32(0.0),np.float64(0.993193392580464),9.931934e-01
np.float32(102951.45),32770.465327,np.float32(0.0),np.float64(0.9940730499622893),9.940730e-01
np.float32(102951.46),32770.467813,np.float32(0.0),np.float64(0.9948920342487864),9.948920e-01
np.float32(102951.47),32770.470300,np.float32(0.0),np.float64(0.9956502954533757),9.956503e-01
np.float32(102951.48),32770.472787,np.float32(0.0),np.float64(0.9963477872957016),9.963478e-01
np.float32(102951.484),32770.475274,np.float32(0.0),np.float64(0.9969844672044571),9.969845e-01
np.float32(102951.49),32770.477761,np.float32(0.0),np.float64(0.997560296319982),9.975603e-01
np.float32(102951.5),32770.480247,np.float32(0.0),np.float64(0.998075239496635),9.980752e-01
np.float32(102951.51),32770.482734,np.float32(0.0),np.float64(0.9985292653049388),9.985293e-01
np.float32(102951.516),32770.485221,np.float32(0.0),np.float64(0.9989223460334982),9.989223e-01
np.float32(102951.52),32770.487708,np.float32(0.0),np.float64(0.9992544576906913),9.992545e-01
np.float32(102951.53),32770.490195,np.float32(0.0),np.float64(0.9995255800061348),9.995256e-01
np.float32(102951.54),32770.492681,np.float32(0.0),np.float64(0.9997356964319195),9.997357e-01
np.float32(102951.55),32770.495168,np.float32(0.0),np.float64(0.9998847941436221),9.998848e-01
np.float32(102951.555),32770.497655,np.float32(0.99988955),np.float64(0.9999728640410865),8.331145e-05
