x,native_cos,std_cos
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
1.570794463157653809e+00,1.907377736642956734e-06,1.863637294263753574e-06
