x_center,weight,native_sin,native_cos,std_sin,std_cos
-2.388408087,3.067970276e-03,2.775999968e-01,4.105184276e-01,3.465901691e-01,2.678655573e-01
-2.385340125,3.067970276e-03,2.906554625e-01,5.009733527e-01,3.457350131e-01,2.681771585e-01
-2.382272164,3.067970276e-03,3.810278357e-01,7.391256518e-01,3.424018710e-01,2.678655281e-01
-2.379204202,3.067970276e-03,3.479630431e-01,2.722812038e-01,3.434608271e-01,2.688362341e-01
-2.376136240,3.067970276e-03,3.948755209e-01,2.699969576e-01,3.414898652e-01,2.696372395e-01
-2.373068279,3.067970276e-03,3.601802012e-01,2.725651355e-01,3.410996684e-01,2.698206854e-01
-2.370000317,3.067970276e-03,3.682912846e-01,3.383834650e-01,3.384096419e-01,2.697598010e-01
-2.366932356,3.067970276e-03,4.358469758e-01,7.630092137e-01,3.367140795e-01,2.710009680e-01
-2.363864394,3.067970276e-03,3.269293362e-01,2.844034084e-01,3.348326193e-01,2.710304658e-01
-2.360796433,3.067970276e-03,4.259850639e-01,3.838957757e-01,3.334492794e-01,2.713469328e-01
-2.357728471,3.067970276e-03,3.388254551e-01,4.062345163e-01,3.325807413e-01,2.718827871e-01
-2.354660509,3.067731857e-03,3.145619628e-01,4.423418154e-01,3.304836570e-01,2.729054646e-01
-2.351592548,3.067970276e-03,3.013400550e-01,4.295059716e-01,3.290703887e-01,2.729659770e-01
-2.348524586,3.067970276e-03,3.038384908e-01,4.172252156e-01,3.281061984e-01,2.736076986e-01
-2.345456625,3.067970276e-03,8.322971898e-01,5.739870244e-01,3.274071482e-01,2.744672811e-01
-2.342388663,3.067970276e-03,2.786956660e-01,4.868004134e-01,3.245530115e-01,2.750661498e-01
-2.339320702,3.067970276e-03,2.502363332e-01,4.750018922e-01,3.247392460e-01,2.764007514e-01
-2.336252740,3.067970276e-03,2.503351888e-01,4.544377094e-01,3.239864072e-01,2.765241510e-01
-2.333184778,3.067970276e-03,3.131790711e-01,4.557867208e-01,3.222009127e-01,2.774036515e-01
-2.330116817,3.067970276e-03,8.295144567e-01,5.060078315e-01,3.206582599e-01,2.766565412e-01
