index,ref_real,ref_imag,lut_real,lut_imag,lut_abs_err,lut_rel_err,fast_real,fast_imag,fast_abs_err,fast_rel_err
34,-1.45556485768243182e-14,-3.16086229978478061e-13,2.79131660954655761e-15,-1.96208033273383847e-14,2.96972501084897482e-13,2.96972501084897478e-01,2.79132084471129388e-15,-1.96208033273383847e-14,2.96972501332284918e-13,2.96972501332284922e-01
35,-4.45061226055234165e-14,-2.37890716322377696e-13,-3.25511034684859701e-14,-4.92286400988369011e-14,1.89040475791678128e-13,1.89040475791678125e-01,-3.25510966922223921e-14,-4.92286333225733230e-14,1.89040482982912354e-13,1.89040482982912345e-01
36,2.57152449953184553e-14,-2.01402598523100991e-13,2.45896612262579833e-14,-5.86693237394908529e-14,1.42737712848688761e-13,1.42737712848688775e-01,2.45896595321920888e-14,-5.86693169632272749e-14,1.42737719638100517e-13,1.42737719638100530e-01
37,2.95546485353834884e-14,-1.53245609342302857e-13,3.72049633668488505e-14,-2.23726219435215271e-14,1.31096400208785742e-13,1.31096400208785741e-01,3.72049599787170615e-14,-2.23726219435215271e-14,1.31096400011066579e-13,1.31096400011066594e-01
38,3.46669414557492614e-15,-1.29884713434805441e-13,1.37200465561131829e-14,-2.99633398875929352e-14,1.00446065762757825e-13,1.00446065762757830e-01,1.37200448620472884e-14,-2.99633364994611462e-14,1.00446068960264140e-13,1.00446068960264145e-01
39,4.98061525334841790e-14,-4.88935183952323121e-14,3.26909113386279759e-14,2.48680165815164805e-14,7.57211695847616771e-14,7.57211695847616745e-02,3.26909113386279759e-14,2.48680267459118476e-14,7.57211794861064528e-14,7.57211794861064602e-02
40,1.23982570210293130e-14,-7.39814273990395264e-14,1.56175748467499501e-14,-2.48169947049056705e-14,4.92697214260342724e-14,4.92697214260342728e-02,1.56175782348817391e-14,-2.48169947049056705e-14,4.92697216474172749e-14,4.92697216474172750e-02
41,-4.50939505378372453e-14,-2.37981840068720314e-14,9.95832919164357788e-16,2.79105995856353956e-14,6.92680766279103819e-14,6.92680766279103882e-02,9.95829531032568771e-16,2.79106097500307626e-14,6.92680819612518174e-14,6.92680819612518234e-02
42,1.79035702434919298e-14,-1.02399476223039835e-13,2.56515593271763875e-14,-2.90891815572357632e-14,7.37185908630103612e-14,7.37185908630103581e-02,2.56515627153081766e-14,-2.90891849453675522e-14,7.37185878497443403e-14,7.37185878497443464e-02
43,3.00762382908056070e-14,-6.36891939741326430e-14,3.35105885098177514e-14,-6.18234948640810494e-16,6.31643937184716327e-14,6.31643937184716286e-02,3.35105851216859624e-14,-6.18233254574915986e-16,6.31643952258135072e-14,6.31643952258135050e-02
44,-3.32379503351343111e-14,-1.84485455501556939e-14,1.18955570694852068e-14,3.85095770647370800e-14,7.26722864815467602e-14,7.26722864815467634e-02,1.18955579165181541e-14,3.85095770647370800e-14,7.26722870076010530e-14,7.26722870076010607e-02
45,-3.79387920385765890e-14,-3.75616502422082607e-14,-2.88203231353818812e-14,1.43038148870972687e-14,5.26609243008298949e-14,5.26609243008298936e-02,-2.88203197472500922e-14,1.43038182752290577e-14,5.26609282244528105e-14,5.26609282244528132e-02
46,-1.80276204011092418e-14,-5.44076795043120114e-14,-8.82979331469878337e-16,-2.58408711908877237e-14,3.33166813266671571e-14,3.33166813266671594e-02,-8.82982719601667354e-16,-2.58408711908877237e-14,3.33166795831471875e-14,3.33166795831471851e-02
47,7.30151632676185323e-16,-3.22238688067629532e-14,5.65113209591121268e-14,4.46572541044822774e-14,9.49855036914502682e-14,9.49855036914502709e-02,5.65113243472439158e-14,4.46572439400869103e-14,9.49854974541180959e-14,9.49854974541180924e-02
48,4.25734958014920488e-16,-5.39535493512137285e-14,-3.18655827636141198e-15,-1.45770101176410927e-14,3.95418829145022672e-14,3.95418829145022660e-02,-3.18655827636141198e-15,-1.45770101176410927e-14,3.95418829145022672e-14,3.95418829145022660e-02
49,-3.42788875502002192e-14,-5.96420916850688676e-14,-4.87065493189400844e-14,2.78595268870477503e-14,8.86830912680277603e-14,8.86830912680277583e-02,-4.87065527070718735e-14,2.78595133345205942e-14,8.86830784472610182e-14,8.86830784472610184e-02
50,-4.47586368251227926e-14,-3.70283667788797623e-14,-9.12386197816179509e-15,1.25359605644215569e-15,5.23005340022314985e-14,5.23005340022315024e-02,-9.12386113112884783e-15,1.25359690347510294e-15,5.23005351993495244e-14,5.23005351993495252e-02
51,-2.47669299225689937e-14,-2.73479783409459478e-14,-1.02941760611640135e-14,-6.30659990240789101e-15,2.55382108012011491e-14,2.55382108012011493e-02,-1.02941819903946442e-14,-6.30659736130904924e-15,2.55382095347047031e-14,2.55382095347047033e-02
52,-2.43647968892829720e-14,-1.01348815606830769e-13,5.99077350362875807e-15,-5.35576459212688122e-14,5.66167515298537378e-14,5.66167515298537372e-02,5.99077350362875807e-15,-5.35576459212688122e-14,5.66167515298537378e-14,5.66167515298537372e-02
53,1.07300316103854574e-15,-6.07447677701824667e-14,3.86936712054933296e-14,-1.77928113594735121e-14,5.70980316965348957e-14,5.70980316965348997e-02,3.86936745936251186e-14,-1.77928113594735121e-14,5.70980339289022937e-14,5.70980339289022948e-02
54,-2.95605829687342915e-15,3.47939769915976527e-14,3.39798583151237898e-14,9.37412972088933968e-15,4.48378252286453901e-14,4.48378252286453921e-02,3.39798583151237898e-14,9.37413141495523419e-15,4.48378242682309354e-14,4.48378242682309358e-02
55,-5.83706030529930946e-14,-1.21682085006686223e-13,6.17061198145141265e-14,-1.01824566505859075e-14,1.63861485707131987e-13,1.63861485707131993e-01,6.17061198145141265e-14,-1.01824600387176965e-14,1.63861483401676070e-13,1.63861483401676084e-01
56,-1.59578484548204417e-14,-1.21533960376902172e-13,2.06418727461332371e-14,1.39340158877322706e-13,2.63429014515590307e-13,2.63429014515590310e-01,2.06418744401991316e-14,1.39340158877322706e-13,2.63429014750956664e-13,2.63429014750956647e-01
57,6.06961031175219834e-14,-6.82304881165441680e-14,-7.07069832913721774e-14,1.16460279394876680e-14,1.53775904923472390e-13,1.53775904923472401e-01,-7.07069832913721774e-14,1.16460228572899845e-14,1.53775902283603442e-13,1.53775902283603438e-01
58,3.17163128659778561e-14,-1.00474939505093174e-14,-1.74816182309158602e-14,-2.52013985851604061e-14,5.14789010167350161e-14,5.14789010167350167e-02,-1.74816182309158602e-14,-2.52013935029627226e-14,5.14788995206827383e-14,5.14788995206827416e-02
59,-1.69930114844675521e-14,-3.56284443234439502e-14,3.30522318770041373e-14,2.34432953057734858e-14,7.74209067754374974e-14,7.74209067754375035e-02,3.30522318770041373e-14,2.34432936117075913e-14,7.74209054828742503e-14,7.74209054828742527e-02
60,1.30459926013044737e-14,6.93011079300711991e-14,-2.68005120862817997e-14,3.54691861818856591e-14,5.22718171196791754e-14,5.22718171196791745e-02,-2.68005103922159052e-14,3.54691929581492371e-14,5.22718114424972463e-14,5.22718114424972485e-02
61,3.01724551540583427e-14,-2.05622795251703863e-14,-3.94449013382813796e-14,6.13742794108342038e-15,7.45617241201210794e-14,7.45617241201210756e-02,-3.94449013382813796e-14,6.13742794108342038e-15,7.45617241201210794e-14,7.45617241201210756e-02
62,-8.92723402161509956e-14,-1.65653043903885680e-13,-1.73033618412320872e-14,5.12325082938037621e-15,1.85321549451629891e-13,1.85321549451629902e-01,-1.73033618412320872e-14,5.12325082938037621e-15,1.85321549451629891e-13,1.85321549451629902e-01
63,-2.14864910741839688e-13,7.56784554071224227e-14,-1.61952411523820158e-14,-4.23907802848781656e-15,2.14141191192204234e-13,2.14141191192204233e-01,-1.61952326820525433e-14,-4.23907464035602755e-15,2.14141197786108162e-13,2.14141197786108156e-01
64,-1.76150482390197173e-14,-3.24419929145231011e-13,-1.38446925364993367e-14,0.00000000000000000e+00,3.24441837636147425e-13,3.24441837636147423e-01,-1.38446925364993367e-14,0.00000000000000000e+00,3.24441837636147425e-13,3.24441837636147423e-01
65,2.49507956000487507e-13,5.37792746481310389e-14,-1.61952411523820158e-14,4.23907802848781656e-15,2.70282111983700401e-13,2.70282111983700390e-01,-1.61952411523820158e-14,4.23907464035602755e-15,2.70282112604713465e-13,2.70282112604713465e-01
66,9.67230307125022373e-14,-1.28064429917929016e-13,-1.73033618412320872e-14,-5.12325082938037621e-15,1.67679908499798833e-13,1.67679908499798830e-01,-1.73033618412320872e-14,-5.12324913531448170e-15,1.67679909741870476e-13,1.67679909741870470e-01
67,-9.86628525631618651e-14,-6.49272675155636424e-14,-3.94449013382813796e-14,-6.13742794108342038e-15,8.34446582140848871e-14,8.34446582140848936e-02,-3.94449013382813796e-14,-6.13742794108342038e-15,8.34446582140848871e-14,8.34446582140848936e-02
68,4.12840081749700742e-14,-2.33336997284016303e-15,-2.68005120862817997e-14,-3.54691861818856591e-14,7.57197742669935527e-14,7.57197742669935558e-02,-2.68005103922159052e-14,-3.54691895700174481e-14,7.57197742264341998e-14,7.57197742264341944e-02
69,9.36309245777131192e-14,-2.96758331411585104e-14,3.30522318770041373e-14,-2.34432953057734858e-14,6.08984608770733866e-14,6.08984608770733876e-02,3.30522284888723483e-14,-2.34432953057734858e-14,6.08984642474146330e-14,6.08984642474146368e-02
70,2.06798213727087359e-14,-4.82130935105400451e-14,-1.74816182309158602e-14,2.52013985851604061e-14,8.27404563819341790e-14,8.27404563819341826e-02,-1.74816165368499657e-14,2.52013985851604061e-14,8.27404556005994359e-14,8.27404556005994357e-02
71,8.41647172097313384e-14,3.69465582086229543e-14,-7.07069832913721774e-14,-1.16460279394876680e-14,1.62315997500754884e-13,1.62315997500754899e-01,-7.07069832913721774e-14,-1.16460194691581954e-14,1.62315994964990156e-13,1.62315994964990162e-01
72,4.70061159462495157e-14,-2.10755261375425068e-14,2.06418727461332371e-14,-1.39340158877322706e-13,1.21167638734894753e-13,1.21167638734894750e-01,2.06418693580014481e-14,-1.39340158877322706e-13,1.21167639472100970e-13,1.21167639472100977e-01
73,-6.54140825315273397e-14,1.14462522325534739e-14,6.17061198145141265e-14,1.01824566505859075e-14,1.27126484352284087e-13,1.27126484352284103e-01,6.17061198145141265e-14,1.01824549565200130e-14,1.27126484369125220e-13,1.27126484369125214e-01
74,6.46987738542037511e-15,-4.05261867747670002e-14,3.39798583151237898e-14,-9.37412972088933968e-15,4.15601938089886013e-14,4.15601938089886006e-02,3.39798549269920008e-14,-9.37413141495523419e-15,4.15601902964670286e-14,4.15601902964670283e-02
75,5.34379318817545882e-14,1.16658106985946751e-14,3.86936712054933296e-14,1.77928113594735121e-14,1.59666327066151864e-14,1.59666327066151879e-02,3.86936745936251186e-14,1.77928079713417231e-14,1.59666282777175209e-14,1.59666282777175227e-02
76,-1.77538268483446706e-14,2.09029291298718945e-14,5.99077350362875807e-15,5.35576459212688122e-14,4.03749498402323301e-14,4.03749498402323284e-02,5.99077265659581082e-15,5.35576459212688122e-14,4.03749493420903216e-14,4.03749493420903216e-02
77,-3.10027153616365494e-15,-5.95756616233192982e-15,-1.02941760611640135e-14,6.30659990240789101e-15,1.42183695119495498e-14,1.42183695119495503e-02,-1.02941845314934860e-14,6.30660159647378551e-15,1.42183752588157910e-14,1.42183752588157918e-02
78,4.59908909306027438e-15,-2.91814705904396262e-14,-9.12386197816179509e-15,-1.25359605644215569e-15,3.11172871904004401e-14,3.11172871904004424e-02,-9.12386451926063685e-15,-1.25359266831036667e-15,3.11172913519037874e-14,3.11172913519037891e-02
79,-5.13100684752615317e-14,-6.01611613307969232e-14,-4.87065493189400844e-14,-2.78595268870477503e-14,3.24063867121117931e-14,3.24063867121117954e-02,-4.87065527070718735e-14,-2.78595099463888052e-14,3.24064033258096529e-14,3.24064033258096504e-02
80,-4.31162560544040548e-15,7.51907098217519791e-15,-3.18655827636141198e-15,1.45770101176410927e-14,7.14704703600738858e-15,7.14704703600738903e-03,-3.18655827636141198e-15,1.45770101176410927e-14,7.14704703600738858e-15,7.14704703600738903e-03
81,4.77225848080229923e-14,-4.43374172155526403e-14,5.65113209591121268e-14,-4.46572541044822774e-14,8.79455392666286611e-15,8.79455392666286632e-03,5.65113243472439158e-14,-4.46572473282186994e-14,8.79455706611954391e-15,8.79455706611954359e-03
82,-2.70610844204885675e-15,-2.06540185079677836e-14,-8.82979331469878337e-16,2.58408711908877237e-14,4.65306196806208529e-14,4.65306196806208536e-02,-8.82980178502825591e-16,2.58408728849536182e-14,4.65306213401980831e-14,4.65306213401980862e-02
83,-3.32877795326470669e-14,-2.06885059640360228e-14,-2.88203231353818812e-14,-1.43038148870972687e-14,7.79246089559690921e-15,7.79246089559690932e-03,-2.88203231353818812e-14,-1.43038182752290577e-14,7.79245811955822207e-15,7.79245811955822220e-03
84,1.67437744604720846e-14,-5.97763336724842280e-14,1.18955570694852068e-14,-3.85095770647370800e-14,2.18123852084870487e-14,2.18123852084870506e-02,1.18955570694852068e-14,-3.85095770647370800e-14,2.18123852084870487e-14,2.18123852084870506e-02
85,4.02335768649367664e-14,-3.98746865401351383e-14,3.35105885098177514e-14,6.18234948640810494e-16,4.10472321005843083e-14,4.10472321005843077e-02,3.35105918979495404e-14,6.18234948640810494e-16,4.10472315456537116e-14,4.10472315456537132e-02
86,1.51016623140716004e-14,1.25835176392010727e-14,2.56515593271763875e-14,2.90891815572357632e-14,1.95892130613312167e-14,1.95892130613312156e-02,2.56515593271763875e-14,2.90891815572357632e-14,1.95892130613312167e-14,1.95892130613312156e-02
87,2.34961540114893353e-14,-4.38971182652133285e-14,9.95832919164357788e-16,-2.79105995856353956e-14,2.76013265759133106e-14,2.76013265759133125e-02,9.95829531032568771e-16,-2.79106097500307626e-14,2.76013234507305234e-14,2.76013234507305229e-02
88,2.62672934799901671e-14,2.22600759270247592e-14,1.56175748467499501e-14,2.48169947049056705e-14,1.09523668950535028e-14,1.09523668950535034e-02,1.56175731526840555e-14,2.48169947049056705e-14,1.09523685423070486e-14,1.09523685423070487e-02
89,-5.63923184095282998e-15,-3.55029799679847050e-14,3.26909113386279759e-14,-2.48680165815164805e-14,3.97781638892330595e-14,3.97781638892330605e-02,3.26909113386279759e-14,-2.48680233577800586e-14,3.97781620775533115e-14,3.97781620775533098e-02
90,1.41352626267275647e-14,-5.07243424884338900e-15,1.37200465561131829e-14,2.99633398875929352e-14,3.50382344550160973e-14,3.50382344550160957e-02,1.37200457090802357e-14,2.99633364994611462e-14,3.50382310771598779e-14,3.50382310771598787e-02
91,4.38587583761387293e-14,-8.23856484081901691e-15,3.72049633668488505e-14,2.23726219435215271e-14,3.13259915145783733e-14,3.13259915145783774e-02,3.72049633668488505e-14,2.23726168613238435e-14,3.13259865483476353e-14,3.13259865483476382e-02
92,-6.71279108186876077e-16,2.56221199249842558e-14,2.45896612262579833e-14,5.86693237394908529e-14,4.15960669599653678e-14,4.15960669599653721e-02,2.45896595321920888e-14,5.86693169632272749e-14,4.15960605475740871e-14,4.15960605475740874e-02
93,-2.10825406090463669e-14,1.21573143109313619e-14,-3.25511034684859701e-14,4.92286400988369011e-14,3.88047823049421029e-14,3.88047823049421023e-02,-3.25510966922223921e-14,4.92286367107051120e-14,3.88047770654712150e-14,3.88047770654712174e-02
94,6.80688585868051379e-15,-3.79427154023470101e-14,2.79131660954655761e-15,1.96208033273383847e-14,5.77034096474154009e-14,5.77034096474154032e-02,2.79132169174424113e-15,1.96208033273383847e-14,5.77034092937464641e-14,5.77034092937464618e-02
95,-1.67046673329879809e-15,-2.32115214351184312e-14,1.50555481574559877e-14,8.80003264269041408e-14,1.12462592354130826e-13,1.12462592354130822e-01,1.50555566277854602e-14,8.80003128743769847e-14,1.12462580212078524e-13,1.12462580212078528e-01
96,-3.04997563603928487e-13,-2.20352097275387490e-13,7.59566830765834311e-07,-2.74852777693013195e-06,2.85155150102547418e-06,2.85155150102547416e+06,5.92145624978002161e-06,3.96071391151053831e-06,7.12396688400885450e-06,7.12396688400885463e+06
97,4.66595367786005401e-15,-3.18327819993279972e-14,1.50555481574559877e-14,-8.80003264269041408e-14,5.71203704511288237e-14,5.71203704511288254e-02,1.50555549337195657e-14,-8.80003128743769847e-14,5.71203583572034240e-14,5.71203583572034226e-02
98,-2.06162709946667298e-14,-1.27996756971056943e-14,2.79131660954655761e-15,-1.96208033273383847e-14,2.43812005364141864e-14,2.43812005364141861e-02,2.79132084471129388e-15,-1.96208033273383847e-14,2.43812046024563869e-14,2.43812046024563869e-02
99,-4.08237647073885380e-14,-1.69371594736913517e-14,-3.25511034684859701e-14,-4.92286400988369011e-14,3.33343163262394172e-14,3.33343163262394201e-02,-3.25510966922223921e-14,-4.92286333225733230e-14,3.33343114436488872e-14,3.33343114436488869e-02
100,1.07834350100359287e-14,-5.09791252447873071e-14,2.45896612262579833e-14,-5.86693237394908529e-14,1.58035133822020023e-14,1.58035133822020044e-02,2.45896595321920888e-14,-5.86693169632272749e-14,1.58035086048177524e-14,1.58035086048177523e-02
101,2.61170683879341556e-14,-3.26165527957505575e-14,3.72049633668488505e-14,-2.23726219435215271e-14,1.50956793278305790e-14,1.50956793278305794e-02,3.72049599787170615e-14,-2.23726219435215271e-14,1.50956768392213586e-14,1.50956768392213597e-02
102,1.03255121095843086e-16,-4.26609580888044979e-15,1.37200465561131829e-14,-2.99633398875929352e-14,2.90820453583596033e-14,2.90820453583596032e-02,1.37200448620472884e-14,-2.99633364994611462e-14,2.90820415713704132e-14,2.90820415713704122e-02
103,5.35472565997057404e-15,2.22964817518869058e-15,3.26909113386279759e-14,2.48680165815164805e-14,3.54931369641886420e-14,3.54931369641886402e-02,3.26909113386279759e-14,2.48680267459118476e-14,3.54931434472830456e-14,3.54931434472830487e-02
104,1.21190615384068558e-14,-8.26482823887419199e-14,1.56175748467499501e-14,-2.48169947049056705e-14,5.79370126131757239e-14,5.79370126131757285e-02,1.56175782348817391e-14,-2.48169947049056705e-14,5.79370128177673929e-14,5.79370128177673915e-02
105,1.06228250750174780e-14,2.58801343254899421e-14,9.95832919164357788e-16,2.79105995856353956e-14,9.83878890623815829e-15,9.83878890623815852e-03,9.95829531032568771e-16,2.79106097500307626e-14,9.83879431910076630e-15,9.83879431910076631e-03
106,3.38160750538035334e-14,-3.30350750595402176e-14,2.56515593271763875e-14,-2.90891815572357632e-14,9.06804237869842062e-15,9.06804237869841996e-03,2.56515627153081766e-14,-2.90891849453675522e-14,9.06803785383411892e-15,9.06803785383411901e-03
107,2.61308504739885483e-14,-1.75302303218638401e-14,3.35105885098177514e-14,-6.18234948640810494e-16,1.84519950406827687e-14,1.84519950406827685e-02,3.35105851216859624e-14,-6.18233254574915986e-16,1.84519952383045803e-14,1.84519952383045797e-02
108,-3.62546775611193547e-15,4.33475731922438638e-14,1.18955570694852068e-14,3.85095770647370800e-14,1.62575649519407901e-14,1.62575649519407887e-02,1.18955579165181541e-14,3.85095770647370800e-14,1.62575657605993714e-14,1.62575657605993733e-02
109,-2.21790815581769342e-14,7.97894904731163401e-15,-2.88203231353818812e-14,1.43038148870972687e-14,9.17115137690371433e-15,9.17115137690371375e-03,-2.88203197472500922e-14,1.43038182752290577e-14,9.17115126002512651e-15,9.17115126002512708e-03
